,Name,sci_name,order,family,genus,sci_n_year,year,altitude,populate,habitat,conservation,other_names,IUCN_link,Scientist,founded
7930,Lemon-rumped Leaf-warbler,Phylloscopus chloronotus,passeriformes,phylloscopidae,phylloscopus,"(Gray & Gray, 1846)",3.6 years,"4,200 metres",Stable,Forest,Least Concern,"Lemon-rumped Leaf-warbler, Lemon-rumped Warbler, Pale-rumped Warbler",https://www.iucnredlist.org/species/22734370/132182452,Gray & Gray,1846
7931,Sichuan Leaf-warbler,Phylloscopus forresti,passeriformes,phylloscopidae,phylloscopus,"Rothschild, 1921",3.6 years,"2,300 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,"Sichuan Leaf-warbler, Sichuan Leaf Warbler",https://www.iucnredlist.org/species/22732898/95050944,Rothschild,1921
7932,Gansu Leaf-warbler,Phylloscopus kansuensis,passeriformes,phylloscopidae,phylloscopus,"Meise, 1933",3.6 years,"3,200 metres",Stable,Forest,Least Concern,"Gansu Leaf-warbler, Gansu Leaf Warbler",https://www.iucnredlist.org/species/22732653/95048180,Meise,1933
7933,Pallas's Leaf-warbler,Phylloscopus proregulus,passeriformes,phylloscopidae,phylloscopus,"(Pallas, 1811)",3.6 years,"1,700 metres",Stable,Forest,Least Concern,"Pallas's Leaf-warbler, Lemon-rumped Warbler, Pallas's Leaf Warbler",https://www.iucnredlist.org/species/22734364/95083830,Pallas,1811
7934,Buff-barred Warbler,Phylloscopus pulcher,passeriformes,phylloscopidae,phylloscopus,"Blyth, 1845",3.6 years,"4,300 metres",Stable,"Forest, Shrubland",Least Concern,Buff-barred Warbler,https://www.iucnredlist.org/species/22715287/94447675,Blyth,1845
7935,Ashy-throated Warbler,Phylloscopus maculipennis,passeriformes,phylloscopidae,phylloscopus,"(Blyth, 1867)",3.6 years,"3,500 metres",Stable,Forest,Least Concern,Ashy-throated Warbler,https://www.iucnredlist.org/species/22715290/94447867,Blyth,1867
7936,Dusky Warbler,Phylloscopus fuscatus,passeriformes,phylloscopidae,phylloscopus,"(Blyth, 1842)",3.6 years,,Stable,"Forest, Shrubland, Grassland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Dusky Warbler,https://www.iucnredlist.org/species/22715264/94445738,Blyth,1842
7937,Smoky Warbler,Phylloscopus fuligiventer,passeriformes,phylloscopidae,phylloscopus,"(Hodgson, 1845)",3.6 years,"5,000 metres",Stable,"Shrubland, Grassland, Wetlands (inland), Rocky areas (eg. inland cliffs, mountain peaks)",Least Concern,Smoky Warbler,https://www.iucnredlist.org/species/22715267/94446287,Hodgson,1845
7938,Buff-throated Warbler,Phylloscopus subaffinis,passeriformes,phylloscopidae,phylloscopus,"Ogilvie-Grant, 1900",3.6 years,"3,600 metres",Stable,"Forest, Shrubland, Grassland",Least Concern,Buff-throated Warbler,https://www.iucnredlist.org/species/22715275/94446693,OgilvieGrant,1900
7939,Willow Warbler,Phylloscopus trochilus,passeriformes,phylloscopidae,phylloscopus,"(Linnaeus, 1758)",3.5 years,"1,000 metres",Decreasing,"Forest, Savanna, Shrubland, Grassland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Willow Warbler,https://www.iucnredlist.org/species/22715240/87636348,Linnaeus,1758
7940,Iberian Chiffchaff,Phylloscopus ibericus,passeriformes,phylloscopidae,phylloscopus,"Ticehurst, 1937",3.6 years,"4,500 metres",Increasing,"Forest, Shrubland",Least Concern,Iberian Chiffchaff,https://www.iucnredlist.org/species/22729520/155614244,Ticehurst,1937
7941,Common Chiffchaff,Phylloscopus collybita,passeriformes,phylloscopidae,phylloscopus,"(Vieillot, 1817)",3.6 years,"3,300 metres",Increasing,"Forest, Savanna, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Common Chiffchaff,https://www.iucnredlist.org/species/103843725/155613186,Vieillot,1817
7942,Siberian Chiffchaff,Phylloscopus tristis,passeriformes,phylloscopidae,phylloscopus,"Blyth, 1843",3.6 years,"2,100 metres",Unknown,"Forest, Savanna, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Siberian Chiffchaff,https://www.iucnredlist.org/species/103844067/111979436,Blyth,1843
7943,Canary Islands Chiffchaff,Phylloscopus canariensis,passeriformes,phylloscopidae,phylloscopus,"(Hartwig, 1886)",3.6 years,"4,500 metres",Increasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Canary Islands Chiffchaff,https://www.iucnredlist.org/species/22729528/87661577,Hartwig,1886
7944,Mountain Chiffchaff,Phylloscopus sindianus,passeriformes,phylloscopidae,phylloscopus,"Brooks, 1879",3.6 years,"1,200 metres",Stable,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Mountain Chiffchaff,https://www.iucnredlist.org/species/22728939/155615784,Brooks,1879
7945,Plain Leaf-warbler,Phylloscopus neglectus,passeriformes,phylloscopidae,phylloscopus,"Hume, 1870",3.6 years,,Stable,"Forest, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,"Plain Leaf-warbler, Plain Leaf Warbler, Plain Leaf-Warbler, Plain Willow Warbler",https://www.iucnredlist.org/species/22715249/155614617,Hume,1870
7946,Tytler's Leaf-warbler,Phylloscopus tytleri,passeriformes,phylloscopidae,phylloscopus,"Brooks, 1872",3.6 years,"3,600 metres",Decreasing,Forest,Near Threatened,"Tytler's Leaf-warbler, Tytler's Leaf Warbler, Tytler's Leaf-Warbler",https://www.iucnredlist.org/species/22715339/155616153,Brooks,1872
7947,Sulphur-bellied Warbler,Phylloscopus griseolus,passeriformes,phylloscopidae,phylloscopus,"Blyth, 1847",3.6 years,"4,575 metres",Stable,"Forest, Shrubland, Rocky areas (eg. inland cliffs, mountain peaks)",Least Concern,Sulphur-bellied Warbler,https://www.iucnredlist.org/species/22715278/113285596,Blyth,1847
7948,Tickell's Leaf-warbler,Phylloscopus affinis,passeriformes,phylloscopidae,phylloscopus,"(Tickell, 1833)",3.6 years,"4,880 metres",Stable,"Forest, Shrubland, Rocky areas (eg. inland cliffs, mountain peaks), Artificial/Terrestrial",Least Concern,"Tickell's Leaf-warbler, Tickell's Leaf Warbler, Tickell's Leaf-Warbler",https://www.iucnredlist.org/species/22715270/118853090,Tickell,1833
7949,Yellow-streaked Warbler,Phylloscopus armandii,passeriformes,phylloscopidae,phylloscopus,"(Milne-Edwards, 1865)",3.6 years,"3,500 metres",Stable,"Forest, Shrubland",Least Concern,Yellow-streaked Warbler,https://www.iucnredlist.org/species/22715281/94447118,MilneEdwards,1865
7950,Radde's Warbler,Phylloscopus schwarzi,passeriformes,phylloscopidae,phylloscopus,"(Radde, 1863)",3.6 years,,Stable,"Forest, Shrubland, Grassland, Wetlands (inland)",Least Concern,Radde's Warbler,https://www.iucnredlist.org/species/22715284/94447312,Radde,1863
7951,White-spectacled Warbler,Phylloscopus intermedius,passeriformes,phylloscopidae,phylloscopus,"(La Touche, 1898)",3.1 years,,Stable,Forest,Least Concern,White-spectacled Warbler,https://www.iucnredlist.org/species/22715430/131881607,La Touche,1898
7952,Grey-cheeked Warbler,Phylloscopus poliogenys,passeriformes,phylloscopidae,phylloscopus,"(Blyth, 1847)",3.1 years,,Stable,Forest,Least Concern,Grey-cheeked Warbler,https://www.iucnredlist.org/species/22715433/94452469,Blyth,1847
7953,Green-crowned Warbler,Phylloscopus burkii,passeriformes,phylloscopidae,phylloscopus,"(E. Burton, 1836)",3.1 years,"3,800 metres",Stable,Forest,Least Concern,Green-crowned Warbler,https://www.iucnredlist.org/species/22734347/155612883,E. Burton,1836
7954,Grey-crowned Warbler,Phylloscopus tephrocephalus,passeriformes,phylloscopidae,phylloscopus,"(Anderson, 1871)",3.1 years,"2,500 metres",Stable,"Forest, Shrubland",Least Concern,Grey-crowned Warbler,https://www.iucnredlist.org/species/22732750/95048998,Anderson,1871
7955,Martens's Warbler,Phylloscopus omeiensis,passeriformes,phylloscopidae,phylloscopus,"(Martens, Eck, Päckert & Sun, 1999)",3.1 years,"2,300 metres",Stable,Forest,Least Concern,"Martens's Warbler, Omei Warbler",https://www.iucnredlist.org/species/22732738/95048624,"Martens,Eck,Päckert & Sun",1999
7956,Alström's Warbler,Phylloscopus soror,passeriformes,phylloscopidae,phylloscopus,"(Alström & Olsson, 1999)",3.1 years,"1,500 metres",Stable,Forest,Least Concern,"Alström's Warbler, Alstrom's Warbler, Plain-tailed Warbler",https://www.iucnredlist.org/species/22732744/95048801,Alström & Olsson,1999
7957,Bianchi's Warbler,Phylloscopus valentini,passeriformes,phylloscopidae,phylloscopus,"(E. Hartert, 1907)",3.1 years,"1,900 metres",Stable,Forest,Least Concern,Bianchi's Warbler,https://www.iucnredlist.org/species/22732755/95049194,E. Hartert,1907
7958,Whistler's Warbler,Phylloscopus whistleri,passeriformes,phylloscopidae,phylloscopus,"(Ticehurst, 1925)",3.1 years,"2,750 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,Whistler's Warbler,https://www.iucnredlist.org/species/22732760/95049375,Ticehurst,1925
7959,Lemon-throated Leaf-warbler,Phylloscopus cebuensis,passeriformes,phylloscopidae,phylloscopus,"(Dubois, 1900)",3.6 years,,Stable,Forest,Least Concern,"Lemon-throated Leaf-warbler, Lemon-throated Leaf Warbler, Lemon-throated Leaf-Warbler",https://www.iucnredlist.org/species/22715380/94450787,Dubois,1900
7960,Philippine Leaf-warbler,Phylloscopus olivaceus,passeriformes,phylloscopidae,phylloscopus,"(Moseley, 1891)",3.6 years,,Stable,Forest,Least Concern,"Philippine Leaf-warbler, Philippine Leaf Warbler, Philippine Leaf-Warbler",https://www.iucnredlist.org/species/22715375/94450641,Moseley,1891
7961,Eastern Crowned Warbler,Phylloscopus coronatus,passeriformes,phylloscopidae,phylloscopus,"(Temminck & Schlegel, 1847)",3.6 years,,Stable,"Forest, Shrubland",Least Concern,"Eastern Crowned Warbler, Eastern Crowned Leaf Warbler, Eastern Crowned-Warbler",https://www.iucnredlist.org/species/22715348/94449332,Temminck & Schlegel,1847
7962,Ijima's Leaf-warbler,,,,,"(Stejneger, 1882)",3.6 years,,Decreasing,"Forest, Shrubland",Vulnerable,"Ijima's Leaf-warbler, Ijima's Leaf Warbler, Ijima's Leaf-Warbler, Izu Leaf-warbler",https://www.iucnredlist.org/species/22715353/94449596,Stejneger,1882
7963,Brown Woodland-warbler,Phylloscopus umbrovirens,passeriformes,phylloscopidae,phylloscopus,"(Rüppell, 1840)",3.6 years,"4,300 metres",Stable,"Forest, Shrubland",Least Concern,"Brown Woodland-warbler, Brown Woodland Warbler, Brown Woodland-Warbler",https://www.iucnredlist.org/species/22715234/94445241,Rüppell,1840
7964,Uganda Woodland-warbler,Phylloscopus budongoensis,passeriformes,phylloscopidae,phylloscopus,"(Seth-Smith, 1907)",3.6 years,,Decreasing,Forest,Least Concern,"Uganda Woodland-warbler, Uganda Woodland Warbler, Uganda Woodland-Warbler",https://www.iucnredlist.org/species/22715228/94445053,SethSmith,1907
7965,Black-capped Woodland-warbler,Phylloscopus herberti,passeriformes,phylloscopidae,phylloscopus,"(Alexander, 1903)",3.6 years,,Stable,Forest,Least Concern,"Black-capped Woodland-warbler, Black-capped Woodland Warbler, Black-capped Woodland-Warbler",https://www.iucnredlist.org/species/22715222/94444880,Alexander,1903
7966,Red-faced Woodland-warbler,Phylloscopus laetus,passeriformes,phylloscopidae,phylloscopus,"(Sharpe, 1902)",3.6 years,"3,100 metres",Stable,Forest,Least Concern,"Red-faced Woodland-warbler, Red-faced Woodland Warbler, Red-faced Woodland-Warbler",https://www.iucnredlist.org/species/22715194/94444330,Sharpe,1902
7967,Laura's Woodland-warbler,Phylloscopus laurae,passeriformes,phylloscopidae,phylloscopus,"(Boulton, 1931)",3.6 years,,Stable,Forest,Least Concern,"Laura's Woodland-warbler, Laura's Warbler, Laura's Woodland Warbler, Laura's Woodland-Warbler",https://www.iucnredlist.org/species/22715200/94444499,Boulton,1931
7968,Yellow-throated Woodland-warbler,Phylloscopus ruficapilla,passeriformes,phylloscopidae,phylloscopus,"(Sundevall, 1850)",3.6 years,"2,350 metres",Decreasing,Forest,Least Concern,"Yellow-throated Woodland-warbler, Yellow-throated Warbler, Yellow-throated Woodland Warbler, Yellow-throated Woodland-Warbler",https://www.iucnredlist.org/species/22715207/94444669,Sundevall,1850
7969,Chestnut-crowned Warbler,Phylloscopus castaniceps,passeriformes,phylloscopidae,phylloscopus,"(Hodgson, 1845)",3.1 years,,Stable,Forest,Least Concern,Chestnut-crowned Warbler,https://www.iucnredlist.org/species/22715436/94452657,Hodgson,1845
7970,Sumatran Warbler,Phylloscopus sumatrensis,passeriformes,phylloscopidae,phylloscopus,"(Robinson & Kloss, 1916)",3.1 years,"2,200 metres",Stable,Forest,Least Concern,Sumatran Warbler,https://www.iucnredlist.org/species/103845379/113111696,Robinson & Kloss,1916
7971,Javan Warbler,Phylloscopus grammiceps,passeriformes,phylloscopidae,phylloscopus,"(Strickland, 1849)",3.1 years,"2,500 metres",Stable,Forest,Least Concern,Javan Warbler,https://www.iucnredlist.org/species/103845369/94453057,Strickland,1849
7972,Yellow-breasted Warbler,Phylloscopus montis,passeriformes,phylloscopidae,phylloscopus,"(Sharpe, 1887)",3.1 years,"2,300 metres",Stable,Forest,Least Concern,Yellow-breasted Warbler,https://www.iucnredlist.org/species/22715439/132106990,Sharpe,1887
7973,Emei Leaf-warbler,Phylloscopus emeiensis,passeriformes,phylloscopidae,phylloscopus,"Alström & Olsson, 1995",3.6 years,"2,000 metres",Stable,Forest,Least Concern,"Emei Leaf-warbler, Emei Leaf Warbler",https://www.iucnredlist.org/species/22724433/94866836,Alström & Olsson,1995
7974,Green Warbler,Phylloscopus nitidus,passeriformes,phylloscopidae,phylloscopus,"Blyth, 1843",3.6 years,"4,500 metres",Stable,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Green Warbler,https://www.iucnredlist.org/species/22731553/155615035,Blyth,1843
7975,Greenish Warbler,,,,,,,,,,,Greenish Warbler,https://www.iucnredlist.org/species/103845399/119302608,,
7976,Two-barred Warbler,Phylloscopus plumbeitarsus,passeriformes,phylloscopidae,phylloscopus,"(Sundevall, 1837)",3.6 years,"4,500 metres",Stable,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Two-barred Warbler,https://www.iucnredlist.org/species/103845702/104145587,Sundevall,1837
7977,Arctic Warbler,Phylloscopus borealis,passeriformes,phylloscopidae,phylloscopus,"(Blasius, 1858)",3.6 years,"2,500 metres",Increasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Arctic Warbler,https://www.iucnredlist.org/species/103845882/87673832,Blasius,1858
7978,Kamchatka Leaf-warbler,Phylloscopus examinandus,passeriformes,phylloscopidae,phylloscopus,"Stresemann, 1913",3.6 years,"2,500 metres",Stable,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Kamchatka Leaf-warbler,https://www.iucnredlist.org/species/103845868/104146281,Stresemann,1913
7979,Japanese Leaf-warbler,Phylloscopus xanthodryas,passeriformes,phylloscopidae,phylloscopus,"(Swinhoe, 1863)",3.6 years,"2,500 metres",Stable,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Japanese Leaf-warbler,https://www.iucnredlist.org/species/22735629/113113489,Swinhoe,1863
7980,Sakhalin Leaf-warbler,Phylloscopus borealoides,passeriformes,phylloscopidae,phylloscopus,"Portenko, 1950",3.6 years,,Stable,Forest,Least Concern,"Sakhalin Leaf-warbler, Sakhalin Leaf Warbler, Sakhalin Leaf-Warbler",https://www.iucnredlist.org/species/22715329/94448458,Portenko,1950
7981,Pale-legged Leaf-warbler,Phylloscopus tenellipes,passeriformes,phylloscopidae,phylloscopus,"Swinhoe, 1860",3.6 years,,Stable,"Forest, Shrubland",Least Concern,"Pale-legged Leaf-warbler, Pale-legged Leaf Warbler, Pale-legged Leaf-Warbler",https://www.iucnredlist.org/species/22715324/94448249,Swinhoe,1860
7982,Large-billed Leaf-warbler,Phylloscopus magnirostris,passeriformes,phylloscopidae,phylloscopus,"Blyth, 1843",3.6 years,"3,700 metres",Stable,Forest,Least Concern,"Large-billed Leaf-warbler, Large-billed Leaf Warbler, Large-billed Leaf-Warbler",https://www.iucnredlist.org/species/22715334/132106786,Blyth,1843
7983,Limestone Leaf-warbler,Phylloscopus calciatilis,passeriformes,phylloscopidae,phylloscopus,"(Alström et al., 2009)",,"1,200 metres",Stable,Forest,Least Concern,Limestone Leaf-warbler,https://www.iucnredlist.org/species/103845991/119212191,Alström et al.,2009
7984,Yellow-vented Warbler,Phylloscopus cantator,passeriformes,phylloscopidae,phylloscopus,"(Tickell, 1833)",3.6 years,"2,000 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,Yellow-vented Warbler,https://www.iucnredlist.org/species/22715369/94450232,Tickell,1833
7985,Sulphur-breasted Warbler,Phylloscopus ricketti,passeriformes,phylloscopidae,phylloscopus,"(Slater, 1897)",3.6 years,"1,100 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Sulphur-breasted Warbler,https://www.iucnredlist.org/species/22715372/94450439,Slater,1897
7986,Claudia's Leaf-warbler,Phylloscopus claudiae,passeriformes,phylloscopidae,phylloscopus,"(La Touche, 1922)",3.6 years,"2,550 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,"Claudia's Leaf-warbler, Claudia's Warbler",https://www.iucnredlist.org/species/22734268/95080919,La Touche,1922
7987,Blyth's Leaf-warbler,Phylloscopus reguloides,passeriformes,phylloscopidae,phylloscopus,"(Blyth, 1842)",3.6 years,"2,550 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,"Blyth's Leaf-warbler, Blyth's Leaf Warbler, Southern Blyth's Leaf-warbler",https://www.iucnredlist.org/species/22734278/95081285,Blyth,1842
7988,Western Crowned Leaf-warbler,Phylloscopus occipitalis,passeriformes,phylloscopidae,phylloscopus,"(Blyth, 1845)",3.6 years,"3,200 metres",Stable,"Forest, Shrubland",Least Concern,"Western Crowned Leaf-warbler, Western Crowned Warbler, Western Crowned-Warbler",https://www.iucnredlist.org/species/22715344/94449130,Blyth,1845
7989,Hartert's Leaf-warbler,Phylloscopus goodsoni,passeriformes,phylloscopidae,phylloscopus,"E. Hartert, 1910",3.6 years,"2,550 metres",Stable,Forest,Least Concern,"Hartert's Leaf-warbler, Hartert's Warbler",https://www.iucnredlist.org/species/22734273/95081115,E. Hartert,1910
7990,Mountain Warbler,Phylloscopus trivirgatus,passeriformes,phylloscopidae,phylloscopus,"Strickland, 1849",3.6 years,,Stable,Forest,Least Concern,"Mountain Warbler, Mountain Leaf Warbler, Mountain Leaf-Warbler, Mountain Leaf-warbler",https://www.iucnredlist.org/species/22715385/94450947,Strickland,1849
7991,Sulawesi Leaf-warbler,Phylloscopus sarasinorum,passeriformes,phylloscopidae,phylloscopus,"(Meyer & Wiglesworth, 1896)",3.6 years,,Stable,Forest,Least Concern,"Sulawesi Leaf-warbler, Sulawesi Leaf Warbler, Sulawesi Leaf-Warbler",https://www.iucnredlist.org/species/22715392/94451139,Meyer & Wiglesworth,1896
7992,Island Leaf-warbler,Phylloscopus poliocephalus,passeriformes,phylloscopidae,phylloscopus,"(Salvadori, 1876)",3.6 years,,Stable,"Forest, Shrubland",Least Concern,Island Leaf-warbler,https://www.iucnredlist.org/species/103866004/118851676,Salvadori,1876
7993,Biak Leaf-warbler,Phylloscopus misoriensis,passeriformes,phylloscopidae,phylloscopus,"Meise, 1931",3.6 years,,Decreasing,Forest,Vulnerable,Biak Leaf-warbler,https://www.iucnredlist.org/species/103866018/104147589,Meise,1931
7994,Numfor Leaf-warbler,Phylloscopus maforensis,passeriformes,phylloscopidae,phylloscopus,"Meyer, 1874",3.6 years,,Decreasing,Forest,Vulnerable,Numfor Leaf-warbler,https://www.iucnredlist.org/species/103866023/104147410,Meyer,1874
7995,Timor Leaf-warbler,Phylloscopus presbytes,passeriformes,phylloscopidae,phylloscopus,"(Blyth, 1870)",3.6 years,"2,400 metres",Stable,"Forest, Shrubland",Least Concern,"Timor Leaf-warbler, Timor Leaf Warbler",https://www.iucnredlist.org/species/155223332/155224802,Blyth,1870
7996,Rote Leaf-warbler,Phylloscopus rotiensis,passeriformes,phylloscopidae,phylloscopus,"Ng et al., 2018",,420 metres,Decreasing,"Forest, Artificial/Terrestrial",Near Threatened,Rote Leaf-warbler,https://www.iucnredlist.org/species/155224052/155236383,Ng et al.,2018
7997,Kolombangara Leaf-warbler,Phylloscopus amoenus,passeriformes,phylloscopidae,phylloscopus,"(Hartert, 1929)",3.6 years,"1,740 metres",Stable,Forest,Vulnerable,"Kolombangara Leaf-warbler, Kolombangara Leaf Warbler, Kulambangra Warbler, Sombre Leaf-Warbler, Sombre Leaf-warbler",https://www.iucnredlist.org/species/22715412/94451811,Hartert,1929
