,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,conservation status,ecomorphological guild,hearing range,hearing threshold,locomotion,mineralized skeleton contains,visual system,geographic distribution includes,habitat,population trend,biogeographic realm,body mass,foraging habitat,life span,trophic guild,weight,host of,eats,ecoregion,type specimen repository,body shape,diet includes,mating system,native range includes,parental care,social system,preys on,number of public records in bold,behavioral circadian rhythm,bill length,genome size,tarsus length,temperature at range midpoint latitude,basal metabolic rate,litters per year,prenatal development duration,body temperature,parasitized by,middle toe length,has ectoparasite,is vector for,growth rate,onset of fertility,has endoparasite,visits flowers of,motility,sensory system,is eaten by,preyed upon by,used for,tarsometatarsus + middle toe length,body length,pathogen of,has host,initial mortality rate,mortality rate doubling time,symbiont of,clutch/brood/litter size,egg mass,has pathogen,harvested in,mutualistic with,mineralized tissue contains,reproduction,standard length,water depth,Total length,parasite of,trophic level,visits,is killed by,invasive in,Leaf Complexity,leaf morphology,life cycle habit,photosynthetic pathway,plant growth form,plant lifeform,produces,seed dry mass,after harvest regrowth rate,anaerobic soil tolerance,bloom period,calcareous soil tolerance,fire resistance,fire tolerance,fruit or seed color,planting density,precipitation tolerance,seeds per pound,spore arrangement,leaf sheddability,fruit type,leaf lamina area,leaf mass per area,leaf nitrogen per dry mass,vegetative plant height,leaf arrangement,developmental mode,wing morphology,supporting structures and enclosures,diet breadth,geographic range (size of area),habitat breadth,social group size,territorial
0,Collared kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45516478,Todiramphus chloris (Collared Kingfisher) is a species of birds in the family Alcedinidae. They rely on flight to move around.,tympanic middle ear,,nectonic,,20 dB,flight,apatite,corneal eyes,United States,"mountain,marine",Decreasing,,70.90000000000001 g,,,,,,,,SNSB-Zoologische Staatssammlung Muenchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared lark,Animalia,Chordata,Aves,https://eol.org/pages/45515339,Mirafra collaris (Collared Lark) is a species of birds in the family larks. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Ethiopia,"tropical,terrestrial",Stable,Afrotropics,,,,,,,,Masai Xeric Grasslands And Shrublands,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared laughingthrush,Animalia,Chordata,Aves,https://eol.org/pages/45517244,Trochalopteron yersini (Collared Laughingthrush) is a species of birds in the family Leiothrichidae. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,endangered,,5000 Hz,10 dB,flight,apatite,corneal eyes,Vietnam,"tropical,terrestrial",Decreasing,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared lory,Animalia,Chordata,Aves,https://eol.org/pages/45517926,"Phigys solitarius (Collared Lory) is a species of birds in the family Psittaculidae. They are listed in cites appendix ii. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,cites appendix ii,,,,bipedal movement,apatite,corneal eyes,United States,"subtropical,terrestrial",Stable,"Oceania continent (Australia, NZ and islands)",82 g,,,,83.6 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared myna,Animalia,Chordata,Aves,https://eol.org/pages/45517396,Acridotheres albocinctus (Collared Myna) is a species of birds in the family starlings. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,China,terrestrial,Unknown,the palearctic,,,,,,,,Northern Triangle Temperate Forests,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45509474,Antrostomus salvini (Tawny Collared Nightjar) is a species of birds in the family Caprimulgidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Mexico,"tropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared owlet,Animalia,Chordata,Aves,https://eol.org/pages/45518940,Glaucidium brodiei (Collared Owlet) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,-15 dB,flight,apatite,corneal eyes,Malaysia,terrestrial,Decreasing,the indo-malayan realm,58.1 g,,,,,,,Mizoram-Manipur-Kachin Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared palm thrush,Animalia,Chordata,Aves,https://eol.org/pages/45514774,Cichladusa arquata (Collared Palm Thrush) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Botswana,"subtropical,terrestrial",Stable,Afrotropics,38.3 g,,,,,,,Albertine Rift Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared petrel,Animalia,Chordata,Aves,https://eol.org/pages/45512126,Pterodroma brevipes (Collared Petrel) is a species of birds in the family Procellariidae. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,vulnerable,nectonic,5000 Hz,20 dB,flight,apatite,corneal eyes,Australia,marine,Decreasing,,,,,,,,Loligo (Loligo squid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared plover,Animalia,Chordata,Aves,https://eol.org/pages/45509162,Charadrius collaris (Collared Plover) is a species of birds in the family Charadriidae. They are found in The Neotropics and The Nearctic. They rely on flight to move around.,tympanic middle ear,,nectonic,,20 dB,flight,apatite,corneal eyes,Mexico,"tropical,freshwater habitat",Decreasing,The Neotropics,31 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared pratincole,Animalia,Chordata,Aves,https://eol.org/pages/45512179,"Glareola pratincola (Collared Pratincole) is a species of birds in the family pratincoles. They are found in Afrotropics, the palearctic, and the indo-malayan realm. They are crepuscular. They have parental care (pair provides care). They rely on flight to move around.",tympanic middle ear,,nectonic,,,flight,,corneal eyes,Africa,meadow,Decreasing,Afrotropics,85 g,terrestrial,,invertivore,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared puffbird,Animalia,Chordata,Aves,https://eol.org/pages/914718,Bucco capensis (Collared Puffbird) is a species of birds in the family Bucconidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,South Atlantic,terrestrial,Decreasing,The Neotropics,54 g,,,,,,,Caqueta Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1270996,Otus lettia (Collared Scops Owl) is a species of birds in the family typical owls. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,-15 dB,flight,apatite,corneal eyes,Indonesia,terrestrial,Stable,the palearctic,,,,,,,,Cardamom Mountains Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared sparrowhawk,Animalia,Chordata,Aves,https://eol.org/pages/1048021,Accipiter cirrocephalus (Collared Sparrowhawk) is a species of birds in the family Accipitridae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,South Pacific,"hedge,terrestrial",Decreasing,australasia,300 g,,,,,,,Esperance Mallee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514894,Cinnyris mediocris (Eastern Double Collared Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,United States,pasture,,,9.199999999999999 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared towhee,Animalia,Chordata,Aves,https://eol.org/pages/45511931,Pipilo ocai (Collared Towhee) is a species of birds in the family Passerellidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Costa Rica,"tropical,terrestrial",Decreasing,The Neotropics,62.5 g,,,,,,,Trans-Mexican Volcanic Belt Pine-Oak Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared treepie,Animalia,Chordata,Aves,https://eol.org/pages/916509,Dendrocitta frontalis (Collared Treepie) is a species of birds in the family Corvidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Bhutan,terrestrial,Stable,the indo-malayan realm,,,,,,,,Irrawaddy Moist Deciduous Forests,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared trogon,Animalia,Chordata,Aves,https://eol.org/pages/45511628,Trogon collaris (Collared Trogon) is a species of birds in the family Trogonidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,,flight,apatite,corneal eyes,South Pacific,"tropical,terrestrial",Decreasing,The Neotropics,64.2 g,,,,,,Miconia tonduzii Cogn.,,,,,,,,,,,,,1.465 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared warbling finch,Animalia,Chordata,Aves,https://eol.org/pages/1050388,Poospiza hispaniolensis (Collared Warbling Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Ecuador,"subtropical,terrestrial",Stable,The Neotropics,16.5 g,,,,,,,Sechura Desert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared whitestart,Animalia,Chordata,Aves,https://eol.org/pages/45511893,Myioborus torquatus (Collared Redstart) is a species of birds in the family New World warblers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Costa Rica,"mountain,terrestrial",Decreasing,The Neotropics,10.5 g,,,,,,,Talamancan Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Colombian chachalaca,Animalia,Chordata,Aves,https://eol.org/pages/45512020,Ortalis columbiana (Colombian Chachalaca) is a species of birds in the family Cracidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Colombia,"tropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Colombian crake,Animalia,Chordata,Aves,https://eol.org/pages/45509118,Neocrex colombiana (Colombian Crake) is a species of birds in the family rails. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Colombia,"subtropical,terrestrial",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Colombian grebe,Animalia,Chordata,Aves,https://eol.org/pages/45512137,Podiceps andinus (Colombian Grebe) is a species of birds in the family grebes. This species is extinct. They rely on flight and drag powered swimming to move around.,tympanic middle ear,extinct,,5000 Hz,20 dB,flight,apatite,corneal eyes,Colombia,freshwater habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Colombian mountain grackle,Animalia,Chordata,Aves,https://eol.org/pages/45513462,Macroagelaius subalaris (Colombian Mountain Grackle) is a species of birds in the family New World blackbirds. They are listed as endangered by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,endangered,,,10 dB,bipedal movement,apatite,corneal eyes,Colombia,"mountain,terrestrial",Decreasing,The Neotropics,,,,,,,,Cordillera Oriental Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Colorful puffleg,Animalia,Chordata,Aves,https://eol.org/pages/45512408,Eriocnemis mirabilis (Colorful Puffleg) is a species of birds in the family hummingbirds. They are listed as endangered by IUCN and in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,endangered,,5000 Hz,20 dB,flight,apatite,corneal eyes,Colombia,terrestrial,Decreasing,The Neotropics,,,,,,,,Northwestern Andean Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Comb duck,Animalia,Chordata,Aves,https://eol.org/pages/1227004,Sarkidiornis sylvicola (American Comb Duck) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They rely on drag powered swimming and flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,,"tropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common Murre,Animalia,Chordata,Aves,https://eol.org/pages/45509343,Uria aalge (Common Guillemot) is a species of birds in the family auks. They are native to Pacific Ocean and Atlantic Ocean. They are diurnal. Individuals can grow to 71 cm. They have parental care (pair provides care). They rely on flight and lift powered swimming to move around.,,,nectonic,,,,,,Faroe Islands,,Increasing,,,marine pelagic,,vertivore,,,,,,bilaterally symmetric,,,Pacific Ocean,,,,,,,,,,6.8224 watts,1 /year,31 days,,,,,,0.201 /day,,,,,,,,,,64 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common black hawk,Animalia,Chordata,Aves,https://eol.org/pages/45511410,Buteogallus anthracinus (Common Black Hawk) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are native to The Nearctic and The Neotropics. They rely on flight to move around.,,,nectonic,,,flight,,,Mexico,forest,Decreasing,The Nearctic,,,13.5 years,,837 g,,,,,bilaterally symmetric,,,The Nearctic,,,,,,,,,,,1 /year,38 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common blackbird,Animalia,Chordata,Aves,https://eol.org/pages/45510215,"Turdus merula (Common Blackbird) is a species of birds in the family thrushes. They are found in the indo-malayan realm, australasia, and the palearctic. They visit flowers of magnolia, Pyrus bourgaeana, True grasses, and common honeylocust. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",,,,,,flight,,,United States,coastal,,the indo-malayan realm,,terrestrial,21.8 years,invertivore,103.2 g,,,,Zoologisches Forschungsmuseum Alexander Koenig,,,,,,,Mimas tiliae (Linnaeus 1758) (Lime Hawk),,,,,,,,,15 days,,,,,,0.476 /day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common bronzewing,Animalia,Chordata,Aves,https://eol.org/pages/1049798,Phaps chalcoptera (Common Bronzewing) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,United States,terrestrial,Stable,australasia,450 g,,,,,,,Eastern Australia Mulga Shrublands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common bulbul,Animalia,Chordata,Aves,https://eol.org/pages/45514319,"Pycnonotus barbatus (Common Bulbul) is a species of birds in the family bulbuls. They are found in Afrotropics and the palearctic. They visit flowers of Aloe, Pine, gum, and African walnut. They are diurnal. They rely on flight to move around.",tympanic middle ear,,,,,flight,,corneal eyes,Mozambique,"terrestrial,terrestrial",Increasing,Afrotropics,,,,,,,Euclea,,,,,,,,,,,diurnal,,,,,,,,,,,,Commiphora (myrrh),,,,Bombax costatum Pellegrin & Vuillet (Red Silk Cotton),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common bush tanager,Animalia,Chordata,Aves,https://eol.org/pages/45511955,Chlorospingus flavopectus (Common Bush Tanager) is a species of birds in the family Passerellidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,North Pacific,"mountain,terrestrial",Decreasing,,,,,,,,Palicourea (cappel),,,,,,,,,,,,,,,,,,,,,,,Macleania rupestris (Kunth) A. C. Sm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common buttonquail,Animalia,Chordata,Aves,https://eol.org/pages/45513937,"Turnix sylvaticus (Small Buttonquail) is a species of birds in the family buttonquails. They are native to the Palearctic, Asia, and Ethiopia. They are diurnal omnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.",,,,,,flight,,corneal eyes,Mozambique,tropical,Decreasing,,,,,,,,,,Museum of Zoology Senckenberg Dresden,bilaterally symmetric,seeds,polyandrous,the Palearctic,no parental care,,,,,,1.258 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common buzzard,Animalia,Chordata,Aves,https://eol.org/pages/55559459,Common buzzard alphaherpesvirus is a species of  in the family herpes-viruses.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common cactus finch,Animalia,Chordata,Aves,https://eol.org/pages/1050335,Geospiza scandens (Common Cactus Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Ecuador,"arid,terrestrial",Stable,The Neotropics,24 g,,,,,,Opuntia galapageia Hensl. (Prickly pear),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common chaffinch,Animalia,Chordata,Aves,https://eol.org/pages/45510257,Fringilla coelebs (Chaffinch) is a species of birds in the family finches. They are found in the palearctic and australasia. They are diurnal. They rely on flight to move around.,,,,,,flight,,,United States,lake,Increasing,the palearctic,,,29 years,,20.7 g,,Sambucus nigra L. (Elder),,Staatliches Museum fuer Naturkund Stuttgart,,,,,,,Arytaina genistae (Latreille 1804) (Psyllid),,,,,,,0.373 watts,,12 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common chiffchaff,Animalia,Chordata,Aves,https://eol.org/pages/4410554,Phylloscopus collybita collybita (Common Chiffchaff) is a subspecies of birds in the family Phylloscopidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,Ixodes frontalis Panzer 1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common cicadabird,Animalia,Chordata,Aves,https://eol.org/pages/47313279,Edolisoma tenuirostre (Common Cicadabird) is a species of birds in the family cuckoo-shrikes. They rely on flight to move around.,otoliths,,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common crane,Animalia,Chordata,Aves,https://eol.org/pages/45510673,"Grus grus (Common Crane) is a species of birds in the family cranes. They are listed in cites appendix ii. They are associated with freshwater habitat. They are found in Afrotropics, the palearctic, and the indo-malayan realm. They are diurnal omnivores. They have parental care (pair provides care). They rely on flight to move around.",,,,,,flight,,corneal eyes,United States,savanna,Increasing,Afrotropics,,freshwater,43 years,,5500 g,,CORRUPTED VALUE for trait R20-PK37434931,,Staatliches Museum fuer Naturkund Stuttgart,,,,,,,,,,,,,,,,,,,,,,0.054 /day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common cuckoo,Animalia,Chordata,Aves,https://eol.org/pages/45510716,"Cuculus canorus (Common Cuckoo) is a species of birds in the family Cuculidae. They are native to Asia, the Palearctic, and Ethiopia. They are solitary, diurnal carnivores. They rely on flight to move around.",,,,,,flight,,,United States,,Decreasing,Afrotropics,,,,insectivore,,,,,"University Museum of Zoology, Cambridge",bilaterally symmetric,insects,,Asia,,solitary,,,,,,,,0.838 watts,,14 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common diuca finch,Animalia,Chordata,Aves,https://eol.org/pages/1050320,Diuca diuca (Common Diuca Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,,flight,apatite,corneal eyes,Chile,"subtropical,terrestrial",Stable,The Neotropics,41 g,,,,,,Aristotelia chilensis (Molina) Stuntz (maquei),,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common diving petrel,Animalia,Chordata,Aves,https://eol.org/pages/45517751,"Pelecanoides urinatrix (Common Diving Petrel) is a species of birds in the family Procellariidae. They are native to Pacific Ocean, Indian Ocean, and Atlantic Ocean. They are nocturnal carnivores. They have parental care (female provides care, paternal care, and pair provides care). They rely on lift powered swimming and flight to move around.",,,nectonic,,,,,,Southern Ocean,,Decreasing,australasia,,marine pelagic,,invertivore,,,,,NHMUK,bilaterally symmetric,crustaceans,monogamous,Pacific Ocean,,group living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common eider,Animalia,Chordata,Aves,https://eol.org/pages/45510587,Somateria mollissima (Common Eider) is a species of birds in the family Anatidae. They are listed as near threatened by IUCN. They are associated with freshwater habitat. They are native to the Palearctic and The Nearctic. They are diurnal carnivores. Individuals can grow to 108 cm. They have parental care (female provides care). They rely on flight and drag powered swimming to move around.,,,nectonic,,,,,,Gulf Of Mexico,,Unknown,,,freshwater,,invertivore,,,,,,bilaterally symmetric,mollusks,monogamous,the Palearctic,,group living,,,,,,,,,1 /year,28 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
